Giant Snowball,Barbarian Barrel,Bandit,Inferno Dragon,Ram Rider,Magic Archer,Ice Golem,Lumberjack,Barbarian Barrel,Ice Wizard,Graveyard,Poison,Baby Dragon,Tombstone,Valkyrie,Tornado
Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,The Log,Skeletons,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado
Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,The Log,Skeletons,Wall Breakers,Zap,Goblin Gang,Executioner,Dart Goblin,Miner,Mega Knight,Bats
Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,The Log,Skeletons,Goblin Barrel,Spear Goblins,Bats,Zap,The Log,Mega Knight,Inferno Dragon,Ice Wizard
Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,The Log,Skeletons,Miner,Poison,The Log,Electro Wizard,Inferno Tower,Valkyrie,Skeletons,Ice Spirit
Minion Horde,Mirror,Furnace,Rocket,Goblin Gang,Bowler,Arrows,Goblin Barrel,Mini P.E.K.K.A,Wizard,Miner,Goblin Gang,The Log,Fireball,Hog Rider,Zap
Minion Horde,Mirror,Furnace,Rocket,Goblin Gang,Bowler,Arrows,Goblin Barrel,Giant,Sparky,Tornado,Skeletons,Executioner,Mini P.E.K.K.A,Zap,Bats
Minion Horde,Mirror,Furnace,Rocket,Goblin Gang,Bowler,Arrows,Goblin Barrel,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons
Minion Horde,Mirror,Furnace,Rocket,Goblin Gang,Bowler,Arrows,Goblin Barrel,Ice Spirit,Fire Spirits,Tornado,Zap,Miner,Balloon,Ice Wizard,Valkyrie
Minion Horde,Mirror,Furnace,Rocket,Goblin Gang,Bowler,Arrows,Goblin Barrel,Magic Archer,Giant Skeleton,Sparky,Mega Knight,Goblin Barrel,Mirror,P.E.K.K.A,Witch
Inferno Dragon,Graveyard,Magic Archer,Miner,Night Witch,Mega Knight,Lava Hound,Ram Rider,Golem,Night Witch,Mini P.E.K.K.A,Earthquake,Poison,Baby Dragon,Dart Goblin,Ice Spirit
Giant,Bowler,Tombstone,Lightning,Musketeer,Mega Minion,Guards,Arrows,P.E.K.K.A,Magic Archer,Royal Ghost,Bandit,Zap,Poison,Battle Ram,Electro Wizard
Bats,Bomb Tower,The Log,Miner,Magic Archer,Skeletons,Valkyrie,Wall Breakers,Dark Prince,Goblin Barrel,Rocket,Valkyrie,Night Witch,Rage,Balloon,Baby Dragon
Barbarian Barrel,Battle Ram,Ice Golem,Giant Snowball,Inferno Dragon,Magic Archer,Bandit,Lumberjack,Witch,Wizard,Valkyrie,Skeleton Army,Miner,Hog Rider,Rage,Balloon
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Royal Ghost,Zap,Electro Wizard,Bandit,Poison,Battle Ram,P.E.K.K.A,Magic Archer
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Wall Breakers,Goblin Gang,Zap,Executioner,Bats,Mega Knight,Dart Goblin,Miner
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Goblin Gang,Zap,Bats,Dart Goblin,Wall Breakers,Miner,Executioner,Mega Knight
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Magic Archer,Poison,Bats,Miner,Bomb Tower,Valkyrie,Wall Breakers,The Log
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Bats,Valkyrie,Magic Archer,Poison,The Log,Miner,Wall Breakers,Bomb Tower
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Tornado,The Log,Rocket,Skeletons,Ice Wizard,X-Bow,Tesla,Valkyrie
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,P.E.K.K.A,Zap,Bandit,Royal Ghost,Poison,Battle Ram,Electro Wizard,Magic Archer
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Goblin Barrel,Prince,Rascals,The Log,Dart Goblin,Princess,Goblin Gang,Rocket
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Furnace,Minion Horde,Elite Barbarians,Royal Ghost,Skeleton Army,The Log,Wizard,Bandit
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Goblin Barrel,Ice Spirit,Rocket,Inferno Tower,Goblin Gang,Princess,The Log,Knight
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Zap,Dart Goblin,Miner,The Log,Skeleton Army,Electro Wizard,P.E.K.K.A,Goblin Barrel
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Zap,Bats,Wall Breakers,Tornado,Executioner,Bandit,Miner,Mega Knight
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,Zap
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Miner,Wall Breakers,Magic Archer,The Log,Skeletons,Bats,Valkyrie,Bomb Tower
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Valkyrie,Hog Rider,Bomb Tower,Zap,Archers,Bats,Barbarian Barrel,Earthquake
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Tornado,Executioner,Skeletons,Night Witch,Elixir Golem,The Log,Magic Archer,Rocket
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Magic Archer,Executioner,Skeletons,Night Witch,Elixir Golem,Rocket,The Log,Tornado
Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight,Musketeer,Ice Golem,Giant Snowball,Barbarian Barrel,Balloon,Lumberjack,Bomb Tower,Bats
The Log,Mini P.E.K.K.A,Fireball,Furnace,Dark Prince,Princess,Goblin Barrel,Rascals,Freeze,Balloon,Giant Snowball,Bats,Musketeer,Miner,Lumberjack,Ice Golem
The Log,Mini P.E.K.K.A,Fireball,Furnace,Dark Prince,Princess,Goblin Barrel,Rascals,Skeletons,Poison,Zap,Night Witch,Magic Archer,Witch,Elixir Golem,Mega Knight
The Log,Mini P.E.K.K.A,Fireball,Furnace,Dark Prince,Princess,Goblin Barrel,Rascals,X-Bow,Skeletons,Arrows,Tesla,Minions,Barbarians,Musketeer,Elixir Collector
The Log,Mini P.E.K.K.A,Fireball,Furnace,Dark Prince,Princess,Goblin Barrel,Rascals,Executioner,Lightning,Night Witch,Clone,Ice Wizard,Elixir Golem,Tornado,The Log
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Wizard,Mega Knight,Furnace,Minion Horde,Rage,Valkyrie,Inferno Tower,Balloon
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Musketeer,Bandit,Mega Knight,Dart Goblin,Witch,Arrows,Princess,Goblin Barrel
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Giant Snowball,Archers,Mega Minion,Barbarian Barrel,Guards,Freeze,Balloon,Lumberjack
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Hog Rider,Ice Wizard,Spear Goblins,Zap,Fireball,Mega Knight,Executioner,Baby Dragon
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Mirror,Goblin Giant,Mega Knight,Musketeer,Inferno Dragon,Valkyrie,Arrows,The Log
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Mega Knight,Fire Spirits,Zap,Valkyrie,Balloon,Archers,Minions,Ice Wizard
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Balloon,Rage,Giant Skeleton,Hog Rider,Wizard,Furnace,Arrows,Mini P.E.K.K.A
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Bats,Zap,Skeleton Barrel,Goblin Gang,Goblin Barrel,Dart Goblin,Mega Knight,Inferno Dragon
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Tornado,Wizard,Arrows,Balloon,Skeleton Army,Giant Skeleton,Goblin Gang,Miner
Valkyrie,Freeze,Baby Dragon,Executioner,Goblins,Graveyard,Barbarian Barrel,Tornado,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie
P.E.K.K.A,Royal Ghost,Bandit,Poison,Electro Wizard,Battle Ram,Minions,Zap,Royal Ghost,Zap,Electro Wizard,Bandit,Poison,Battle Ram,P.E.K.K.A,Magic Archer
P.E.K.K.A,Royal Ghost,Bandit,Poison,Electro Wizard,Battle Ram,Minions,Zap,Bandit,Electro Wizard,Magic Archer,P.E.K.K.A,Ram Rider,Lightning,Barbarian Barrel,Giant Snowball
P.E.K.K.A,Royal Ghost,Bandit,Poison,Electro Wizard,Battle Ram,Minions,Zap,Golem,Night Witch,Lightning,Tornado,Executioner,Baby Dragon,Barbarian Barrel,Dark Prince
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Golem,Night Witch,Magic Archer,Executioner,Goblin Cage,Barbarian Barrel,Tornado,Rocket
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,Zap
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Zap,Goblin Gang,Wall Breakers,Bandit,Miner,Inferno Dragon,Magic Archer,Mega Knight
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Valkyrie,Magic Archer,Bomb Tower,Miner,Wall Breakers,Bats,Zap,Skeletons
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Arrows
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Baby Dragon,Dark Prince,Electro Wizard,Giant,Miner,Night Witch,Poison,Zap
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Baby Dragon,Mini P.E.K.K.A,Goblin Barrel,The Log,Fireball,Lumberjack,Skeleton Army,Night Witch
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Hog Rider,Tombstone,Ice Spirit,Mega Minion,Ice Wizard,Tornado,The Log,Rocket
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Cannon Cart,Lightning,Arrows,Goblins,Lumberjack,Night Witch,Golem,Bats
Bats,Dart Goblin,Executioner,Goblin Gang,Mega Knight,Miner,Wall Breakers,Zap,Wall Breakers,Prince,Valkyrie,Goblin Barrel,Princess,Giant Snowball,Dart Goblin,Goblin Gang
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Barbarian Barrel,Lightning,Electro Wizard,Bandit,P.E.K.K.A,Giant Snowball,Ram Rider,Baby Dragon
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight
Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Lava Hound,Baby Dragon,Prince,Inferno Dragon,Poison,Barbarian Barrel,Tombstone,Miner
Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie,Lightning,Bandit,Electro Wizard,Magic Archer,Zap,Barbarian Barrel,P.E.K.K.A,Ram Rider
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Giant Snowball,Lightning,Barbarian Barrel,P.E.K.K.A,Bandit,Electro Wizard,Magic Archer,Ram Rider
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Dark Prince,Magic Archer,Zap,Tornado,Poison,Miner,Night Witch,Mega Knight
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Barbarian Barrel,Electro Wizard,Elixir Golem,Executioner,Night Witch,Poison,Skeletons,Tornado
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Magic Archer,The Log,Bats,Skeletons,Wall Breakers,Valkyrie,Bomb Tower,Miner
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Miner,Wall Breakers,Bomb Tower,Skeletons,Bats,Magic Archer,Valkyrie,Zap
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Bats,Zap,Bomb Tower,Skeletons,Magic Archer,Valkyrie,Miner,Wall Breakers
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Goblin Barrel,Knight,Tornado,Princess,Goblin Gang,Ice Spirit,Rocket,The Log
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,The Log,Tesla,X-Bow,Fireball,Skeletons,Ice Golem,Archers,Ice Spirit
Golem,Tornado,Night Witch,Baby Dragon,Executioner,Barbarian Barrel,Lightning,Goblin Cage,Barbarian Barrel,Prince,Mega Minion,Hunter,Guards,Poison,Giant Snowball,Golem
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Mega Knight,Executioner,Zap,Tornado,Poison,Graveyard,Bandit,Electro Wizard
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Skeletons,Bomb Tower,Wall Breakers,Magic Archer,Zap,Bats,Miner,Valkyrie
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Mega Knight,Zap,Goblin Gang,Bats,Dart Goblin,Wall Breakers,Executioner,Miner
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Bomb Tower,Miner,Magic Archer,Bats,Valkyrie,The Log,Wall Breakers,Skeletons
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Bandit,Ram Rider,Dark Prince,Electro Wizard,Magic Archer,P.E.K.K.A,Lightning,Barbarian Barrel
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Lumberjack,Golem,Tornado,Barbarian Barrel,Baby Dragon,Night Witch,Mega Minion,Lightning
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Ice Spirit,Knight,Goblin Gang,Rocket,Inferno Tower,Goblin Barrel,Princess,The Log
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Executioner,Night Witch,Tornado,Poison,Elixir Golem,Goblins,Sparky,Electro Wizard
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Lightning,Tornado
Elixir Golem,Executioner,Night Witch,Rocket,Magic Archer,The Log,Skeletons,Tornado,Zap,Electro Wizard,Ice Wizard,Royal Ghost,Fireball,Goblin Barrel,Mega Knight,Prince
Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,Lightning,Giant Snowball,Dark Prince,Barbarian Barrel,P.E.K.K.A,Electro Wizard,Magic Archer,Ram Rider
Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,Rocket,Skeletons,Tornado,Valkyrie,X-Bow,Tesla,The Log,Ice Wizard
Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,Mega Knight,Wall Breakers,Tornado,Bandit,Executioner,Zap,Bats,Miner
Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,Goblins,Miner,Poison,Tornado,Earthquake,Executioner,Valkyrie,Zap
Giant Snowball,Musketeer,Giant,Barbarian Barrel,Poison,Dark Prince,Night Witch,Graveyard,Tornado,Magic Archer,Valkyrie,Bomb Tower,Freeze,Executioner,Graveyard,Mega Knight
X-Bow,The Log,Ice Golem,Skeletons,Ice Spirit,Tesla,Fireball,Archers,Executioner,Miner,Rocket,Royal Giant,Goblins,The Log,Tornado,Valkyrie
Barbarian Barrel,Electro Wizard,Elixir Golem,Executioner,Night Witch,Rocket,Sparky,Tornado,Elixir Golem,Graveyard,Executioner,Skeletons,Night Witch,Zap,Tornado,Freeze
Cannon,Skeletons,Ice Spirit,Ice Golem,Hog Rider,The Log,Musketeer,Fireball,Balloon,Miner,Executioner,Ice Spirit,Skeletons,Zap,Tornado,Valkyrie
Cannon,Skeletons,Ice Spirit,Ice Golem,Hog Rider,The Log,Musketeer,Fireball,Magic Archer,Mega Knight,Night Witch,Elixir Golem,Tornado,Executioner,Barbarian Barrel,Lightning
Cannon,Skeletons,Ice Spirit,Ice Golem,Hog Rider,The Log,Musketeer,Fireball,X-Bow,Fireball,Tesla,Archers,The Log,Ice Golem,Ice Spirit,Skeletons
Cannon,Skeletons,Ice Spirit,Ice Golem,Hog Rider,The Log,Musketeer,Fireball,P.E.K.K.A,Battle Ram,Bandit,Royal Ghost,Poison,Electro Wizard,Zap,Magic Archer
Night Witch,Dark Prince,Minions,Battle Ram,Lumberjack,Giant Snowball,Poison,Musketeer,Electro Wizard,Bandit,Mega Knight,Witch,Barbarian Barrel,Valkyrie,Fireball,Wizard
Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,Valkyrie,Goblins,Executioner,Barbarian Barrel,Graveyard,Freeze,Tornado,Baby Dragon
Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,Royal Giant,Mini P.E.K.K.A,Bats,Zap,The Log,Skeleton Army,Ice Wizard,Executioner
Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,Rage,Mega Knight,Bomber,Furnace,Inferno Dragon,Zap,Balloon,Freeze
Royal Giant,Miner,Valkyrie,Executioner,Goblins,Zap,Earthquake,Tornado,Golem,Inferno Tower,Baby Dragon,Goblin Gang,Night Witch,Ice Wizard,The Log,Electro Wizard
Ice Spirit,Dart Goblin,Valkyrie,Tesla,Goblin Barrel,Princess,Skeletons,The Log,Golem,Night Witch,Baby Dragon,Executioner,Goblin Cage,Barbarian Barrel,Tornado,Lightning
Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log
Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight
Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,Magic Archer,Barbarian Barrel,Executioner,Goblin Cage,Golem,Rocket,Night Witch,Tornado
Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,Skeletons,Barbarian Barrel,Executioner,Tornado,Musketeer,Valkyrie,Graveyard,Poison
Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,P.E.K.K.A,Lightning,Electro Wizard,Ram Rider,Magic Archer,Barbarian Barrel,Giant Snowball,Bandit
Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,Hog Rider,Tombstone,Tornado,Zap,Ice Wizard,Freeze,P.E.K.K.A,Baby Dragon
Magic Archer,Mega Knight,Skeletons,Royal Giant,Tornado,Executioner,The Log,Lightning,Miner,Wall Breakers,Mega Knight,Executioner,Dart Goblin,Goblin Gang,Bats,Zap
Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,The Log,Electro Wizard,Miner,Hog Rider,Executioner,Knight,Princess,Skeleton Army
Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,P.E.K.K.A,Musketeer,Ice Wizard,Mega Minion,The Log,Zap,Royal Giant,Lightning
Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Cannon,The Log,Fireball,Ice Golem,Hog Rider,Musketeer,Ice Spirit,Skeletons
Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Fireball,Lumberjack,Minions,Wizard,Witch,Balloon,Giant,Freeze
Valkyrie,Bomb Tower,Bats,Skeletons,Magic Archer,Miner,Wall Breakers,The Log,Skeleton Army,Lumberjack,Valkyrie,Fireball,Furnace,Wizard,Balloon,Zap
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Golem,Balloon,Goblin Gang,Mega Knight,Bats,Wizard,Arrows,Minions
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Balloon,Fire Spirits,Inferno Dragon,Mega Knight,Valkyrie,Wizard,Bats,Rage
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Executioner,Earthquake,Hog Rider,Goblins,Tornado,Valkyrie,Ice Spirit,The Log
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Hog Rider,Arrows,Goblin Hut,Furnace,Musketeer,Valkyrie,Wizard,Mega Knight
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Balloon,Lumberjack,Musketeer,Bats,Ice Spirit,Freeze,Barbarian Barrel,Giant Snowball
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Mega Knight,Valkyrie,Zap,Rocket,Hog Rider,Tesla,Princess,Witch
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Mega Knight,Valkyrie,Witch,Magic Archer,Ram Rider,Executioner,Electro Wizard,Furnace
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Zap,Minions,Barbarian Barrel,Musketeer,Wall Breakers,Bandit,Miner,Mega Knight
Elixir Golem,Executioner,Night Witch,Magic Archer,Skeletons,The Log,Tornado,Rocket,Giant,Balloon,Zap,Rocket,Skeletons,Ice Spirit,Arrows,Rage
